Adres,pelny_adres,lat,lon
Nowogrodzka 75,"Nowogrodzka 75, Warszawa, Polska",52.2241029,20.9928166
Nowogrodzka 82,"Nowogrodzka 82, Warszawa, Polska",52.2244371,20.9917684
Nowolipie 14a,"Nowolipie 14a, Warszawa, Polska",52.2439032,20.9927685
Nowolipie 26,"Nowolipie 26, Warszawa, Polska",52.2415974,20.9867933
Nowolipie 31,"Nowolipie 31, Warszawa, Polska",52.2413947,20.9875912
Nowolipie 8,"Nowolipie 8, Warszawa, Polska",52.2446635,20.9952479
Nowolipki 12,"Nowolipki 12, Warszawa, Polska",52.2451808,20.9919184
Nowolipki 15,"Nowolipki 15, Warszawa, Polska",52.245192,20.9934167
Nowolipki 34,"Nowolipki 34, Warszawa, Polska",52.242758,20.9840548
Nowosielecka 12,"Nowosielecka 12, Warszawa, Polska",52.2111661,21.0465593
Nowosielecka 12,"Nowosielecka 12, Warszawa, Polska",52.2111661,21.0465593
Nowowiejska 1/3,"Nowowiejska 1/3, Warszawa, Polska",52.2197344,21.0166795
Nowowiejska 10,"Nowowiejska 10, Warszawa, Polska",52.2201266,21.0143892
Nowowiejska 10,"Nowowiejska 10, Warszawa, Polska",52.2201266,21.0143892
Nowowiejska 27,"Nowowiejska 27, Warszawa, Polska",52.2196099,21.0085146
Nowowiejska 31,"Nowowiejska 31, Warszawa, Polska",52.2198303,21.0063857
Nowowiejska 37b,"Nowowiejska 37b, Warszawa, Polska",52.2196041,21.0016317
Nowowiejska 5,"Nowowiejska 5, Warszawa, Polska",52.2197355,21.0143516
Nowy swiat 6/12,"Nowy swiat 6/12, Warszawa, Polska",52.2310388,21.0228086
Obozna 3,"Obozna 3, Warszawa, Polska",52.2394692,21.0228191
Obozna 6-8,"Obozna 6-8, Warszawa, Polska",52.2385187,21.0187601
Odolanska 11,"Odolanska 11, Warszawa, Polska",52.2013592,21.0211566
Odolanska 7,"Odolanska 7, Warszawa, Polska",52.2014806,21.0220361
Ogrodowa 11,"Ogrodowa 11, Warszawa, Polska",52.238996,20.9902643
Ogrodowa 28/30,"Ogrodowa 28/30, Warszawa, Polska",52.2392344,20.9894427
Ogrodowa 32,"Ogrodowa 32, Warszawa, Polska",52.2390312,20.9882774
Ogrodowa 37,"Ogrodowa 37, Warszawa, Polska",52.2382511,20.9877328
Ogrodowa 50a,"Ogrodowa 50a, Warszawa, Polska",52.2379044,20.9850633
Ogrodowa 51,"Ogrodowa 51, Warszawa, Polska",52.237641,20.9853709
Ogrodowa 58,"Ogrodowa 58, Warszawa, Polska",52.2373337,20.9822192
Ogrodowa 7,"Ogrodowa 7, Warszawa, Polska",52.2395483,20.9919949
Ogrodowa 8,"Ogrodowa 8, Warszawa, Polska",52.239711,20.9911369
Okopowa 18,"Okopowa 18, Warszawa, Polska",52.2400725,20.97815
Okopowa 20,"Okopowa 20, Warszawa, Polska",52.2406903,20.9782133
Okopowa 27-29,"Okopowa 27-29, Warszawa, Polska",52.2380069,20.9801004
Okopowa 31,"Okopowa 31, Warszawa, Polska",52.2415373,20.9763723
Okopowa 31,"Okopowa 31, Warszawa, Polska",52.2415373,20.9763723
Okopowa 33,"Okopowa 33, Warszawa, Polska",52.2414389,20.9772332
Okolnik 11,"Okolnik 11, Warszawa, Polska",52.2356063,21.0211746
Okolnik 9,"Okolnik 9, Warszawa, Polska",52.2350761,21.021926
Okolnik 9a,"Okolnik 9a, Warszawa, Polska",52.2354325,21.0215919
Okrag 1a,"Okrag 1a, Warszawa, Polska",52.2290622,21.0354752
Okrag 8/10,"Okrag 8/10, Warszawa, Polska",52.2309709,21.0367214
Oleandrow 2/4,"Oleandrow 2/4, Warszawa, Polska",52.2170119,21.0189775
Oleandrow 4,"Oleandrow 4, Warszawa, Polska",52.2169826,21.0187395
Olesinska 6,"Olesinska 6, Warszawa, Polska",52.2047733,21.0212284
Opaczewska 10,"Opaczewska 10, Warszawa, Polska",52.2108212,20.9733849
Opaczewska 16,"Opaczewska 16, Warszawa, Polska",52.2108438,20.9722557
Opaczewska 20,"Opaczewska 20, Warszawa, Polska",52.2109796,20.9705375
Opaczewska 25,"Opaczewska 25, Warszawa, Polska",52.2097107,20.9670004
Opaczewska 26,"Opaczewska 26, Warszawa, Polska",52.2105721,20.9688363
Opaczewska 27,"Opaczewska 27, Warszawa, Polska",52.2096742,20.9661595
Opaczewska 32,"Opaczewska 32, Warszawa, Polska",52.2103751,20.9672096
Opaczewska 34,"Opaczewska 34, Warszawa, Polska",52.210337,20.9665829
Opaczewska 42,"Opaczewska 42, Warszawa, Polska",52.2110593,20.9650351
Opaczewska 44,"Opaczewska 44, Warszawa, Polska",52.2112859,20.9636061
Opaczewska 44,"Opaczewska 44, Warszawa, Polska",52.2112859,20.9636061
Opaczewska 9,"Opaczewska 9, Warszawa, Polska",52.2099769,20.9729734
Orla 7/9,"Orla 7/9, Warszawa, Polska",52.241564,20.9988956
Or-Ota 5,"Or-Ota 5, Warszawa, Polska",52.2623915,20.9838707
Gojawiczynskiej 15,"Gojawiczynskiej 15, Warszawa, Polska",52.2683658,20.9695084
Gojawiczynskiej 3,"Gojawiczynskiej 3, Warszawa, Polska",52.2687155,20.9728645
Panska 112,"Panska 112, Warszawa, Polska",52.2303368,20.9877502
Panska 67,"Panska 67, Warszawa, Polska",52.2314337,20.9936625
Panska 81/83,"Panska 81/83, Warszawa, Polska",52.2308154,20.9908492
Parkowa 7a,"Parkowa 7a, Warszawa, Polska",52.2076558,21.0315515
Pasaz Nizynskiego 6,"Pasaz Nizynskiego 6, Warszawa, Polska",52.2397279,21.0143339
Pawia 28,"Pawia 28, Warszawa, Polska",52.2450245,20.9843938
Pawia 4,"Pawia 4, Warszawa, Polska",52.2479294,20.9937566
Pawia 55,"Pawia 55, Warszawa, Polska",52.243989,20.9826179
Piekna 1a,"Piekna 1a, Warszawa, Polska",52.223638,21.0262522
Piekna 21,"Piekna 21, Warszawa, Polska",52.2232463,21.0172108
Piekna 24/26A,"Piekna 24/26A, Warszawa, Polska",52.2236544,21.0182867
Piekna 28/34,"Piekna 28/34, Warszawa, Polska",52.2235755,21.0168041
Piekna 3,"Piekna 3, Warszawa, Polska",52.2235203,21.0226457
Piekna 43,"Piekna 43, Warszawa, Polska",52.2228908,21.0120662
Piekna 66,"Piekna 66, Warszawa, Polska",52.2229881,21.0099041
Piekna 7/9,"Piekna 7/9, Warszawa, Polska",52.2231693,21.0210202
pl. Bankowy 3/5,"pl. Bankowy 3/5, Warszawa, Polska",52.2431512,21.0003446
Hallera 10,"Hallera 10, Warszawa, Polska",52.2606792,21.0306658
Hallera 5,"Hallera 5, Warszawa, Polska",52.2608752,21.0281221
pl. Grzybowski 2,"pl. Grzybowski 2, Warszawa, Polska",52.235837,21.0044443
pl. Inwalidow 10,"pl. Inwalidow 10, Warszawa, Polska",52.2651008,20.9904915
pl. Inwalidow 3,"pl. Inwalidow 3, Warszawa, Polska",52.2630417,20.9900396
pl. Inwalidow 3,"pl. Inwalidow 3, Warszawa, Polska",52.2630417,20.9900396
pl. Inwalidow 4/6/8,"pl. Inwalidow 4/6/8, Warszawa, Polska",52.264828,20.9916503
Dabrowskiego 1,"Dabrowskiego 1, Warszawa, Polska",52.2025711,21.0226165
Dabrowskiego 5,"Dabrowskiego 5, Warszawa, Polska",52.2367804,21.0086982
pl. Konstytucji  1 (2),"pl. Konstytucji  1 (2), Warszawa, Polska",52.2223806,21.0161833
pl. Konstytucji 1,"pl. Konstytucji 1, Warszawa, Polska",52.2213883,21.0164138
pl. Konstytucji 4,"pl. Konstytucji 4, Warszawa, Polska",52.2221141,21.0177041
pl. Mirowski 1,"pl. Mirowski 1, Warszawa, Polska",52.2388373,20.9973698
pl. Mirowski 12,"pl. Mirowski 12, Warszawa, Polska",52.239221,20.9967858
pl. Mirowski 1a,"pl. Mirowski 1a, Warszawa, Polska",52.2390619,20.9984083
Malachowskiego 3,"Malachowskiego 3, Warszawa, Polska",52.2392415,21.0114907
Starynkiewicza 1/3,"Starynkiewicza 1/3, Warszawa, Polska",52.2243023,20.9951078
pl. Teatralny 1,"pl. Teatralny 1, Warszawa, Polska",52.2432594,21.009371
pl. Trzech Krzyzy 3/5,"pl. Trzech Krzyzy 3/5, Warszawa, Polska",52.2295506,21.0224787
pl. Trzech Krzyzy 3/5,"pl. Trzech Krzyzy 3/5, Warszawa, Polska",52.2295506,21.0224787
pl. Trzech Krzyzy 3/5,"pl. Trzech Krzyzy 3/5, Warszawa, Polska",52.2295506,21.0224787
pl. Zamkowy  10,"pl. Zamkowy  10, Warszawa, Polska",52.248432,21.0141762
Platynowa 8,"Platynowa 8, Warszawa, Polska",52.2266703,20.9894286
Plocka 12,"Plocka 12, Warszawa, Polska",52.23185,20.9670377
Plocka 22A,"Plocka 22A, Warszawa, Polska",52.235137,20.9658093
Plocka 26,"Plocka 26, Warszawa, Polska",52.2359777,20.965723
Plocka 2C,"Plocka 2C, Warszawa, Polska",52.2292674,20.967553
Plocka 59,"Plocka 59, Warszawa, Polska",52.2428661,20.9651141
Podchorazych 16,"Podchorazych 16, Warszawa, Polska",52.2079104,21.0473534
Podchorazych 20,"Podchorazych 20, Warszawa, Polska",52.2079029,21.0466566
Podchorazych 49/61,"Podchorazych 49/61, Warszawa, Polska",52.2093496,21.0399859
Podchorazych 63/67,"Podchorazych 63/67, Warszawa, Polska",52.2094774,21.0380369
Podwale 11,"Podwale 11, Warszawa, Polska",52.2480344,21.0104615
Podwale 3,"Podwale 3, Warszawa, Polska",52.2471947,21.0122611
Poniecka 2,"Poniecka 2, Warszawa, Polska",52.2206228,20.9837655
Potocka 2a,"Potocka 2a, Warszawa, Polska",52.2783265,20.9858241
Potocka 58,"Potocka 58, Warszawa, Polska",52.2731859,20.9772183
Powazkowska 1/1,"Powazkowska 1/1, Warszawa, Polska",52.2621573,20.9542465
Powazkowska 14,"Powazkowska 14, Warszawa, Polska",52.2538586,20.9762912
Powazkowska 24,"Powazkowska 24, Warszawa, Polska",52.2545904,20.9746915
Powazkowska 46/50,"Powazkowska 46/50, Warszawa, Polska",52.2596897,20.9609599
Powazkowska 74,"Powazkowska 74, Warszawa, Polska",52.2615739,20.9571733
Powazkowska 78,"Powazkowska 78, Warszawa, Polska",52.2613466,20.9558873
Powazkowska Brama IV,"Powazkowska Brama IV, Warszawa, Polska",0,0
Powstancow Wielkopolskich 5,"Powstancow Wielkopolskich 5, Warszawa, Polska",52.2041728,20.9669575
Poznanska 1,"Poznanska 1, Warszawa, Polska",52.2232937,21.0126185
Poznanska 12,"Poznanska 12, Warszawa, Polska",52.2248401,21.0127246
Prokuratorska 10,"Prokuratorska 10, Warszawa, Polska",52.217774,21.0030797
Prosta 28,"Prosta 28, Warszawa, Polska",52.2318792,20.9891723
Prosta 51,"Prosta 51, Warszawa, Polska",52.2304918,20.9874391
Prozna 8a,"Prozna 8a, Warszawa, Polska",52.2364679,21.0050838
Pruszkowska 12,"Pruszkowska 12, Warszawa, Polska",52.2028835,20.9757177
Pruszkowska 4d,"Pruszkowska 4d, Warszawa, Polska",52.2020472,20.9812138
Pruszkowska 4d,"Pruszkowska 4d, Warszawa, Polska",52.2020472,20.9812138
Przasnyska 16,"Przasnyska 16, Warszawa, Polska",52.2634295,20.9650867
Przasnyska 17,"Przasnyska 17, Warszawa, Polska",52.2633058,20.9638467
Przasnyska 17,"Przasnyska 17, Warszawa, Polska",52.2633058,20.9638467
Przasnyska 22,"Przasnyska 22, Warszawa, Polska",52.2640595,20.9628065
Przasnyska 6a,"Przasnyska 6a, Warszawa, Polska",52.2601179,20.9696225
Przemyslowa 26,"Przemyslowa 26, Warszawa, Polska",52.2231414,21.038015
Przemyslowa 35,"Przemyslowa 35, Warszawa, Polska",52.2227658,21.0361919
Przy Parku 18,"Przy Parku 18, Warszawa, Polska",52.2040268,20.9550617
Przyokopowa 22/24,"Przyokopowa 22/24, Warszawa, Polska",52.2261649,20.97827
Przyokopowa 26,"Przyokopowa 26, Warszawa, Polska",52.2308497,20.9809704
Przyokopowa 28,"Przyokopowa 28, Warszawa, Polska",52.2322446,20.9810998
Przyokopowa 28,"Przyokopowa 28, Warszawa, Polska",52.2322446,20.9810998
Ptasia 6,"Ptasia 6, Warszawa, Polska",52.239992,21.0008343
Pulawska 1a,"Pulawska 1a, Warszawa, Polska",52.2127917,21.021706
Pulawska 23/25,"Pulawska 23/25, Warszawa, Polska",52.2095003,21.0217237
Pulawska 24,"Pulawska 24, Warszawa, Polska",52.2068583,21.0218627
Pulawska 24,"Pulawska 24, Warszawa, Polska",52.2068583,21.0218627
Pulawska 3,"Pulawska 3, Warszawa, Polska",52.2124753,21.0213222
Pulawska 66/70,"Pulawska 66/70, Warszawa, Polska",52.2005478,21.0232627
Pulawska 7/9,"Pulawska 7/9, Warszawa, Polska",52.2119839,21.0210965
Pulawska 81,"Pulawska 81, Warszawa, Polska",52.2010262,21.0241474
Krajewskiego 2,"Krajewskiego 2, Warszawa, Polska",52.2597441,20.9995099
Krajewskiego 2,"Krajewskiego 2, Warszawa, Polska",52.2597441,20.9995099
Sanguszki 1,"Sanguszki 1, Warszawa, Polska",52.2564016,21.0075524
Traugutta 3,"Traugutta 3, Warszawa, Polska",52.2389733,21.0157563
Raclawicka 1,"Raclawicka 1, Warszawa, Polska",52.1999452,21.0231409
Raclawicka 146,"Raclawicka 146, Warszawa, Polska",52.1987302,20.9802403
Raclawicka 150,"Raclawicka 150, Warszawa, Polska",52.198978,20.973387
Raclawicka 156,"Raclawicka 156, Warszawa, Polska",52.199183,20.9698649
Raclawicka 156,"Raclawicka 156, Warszawa, Polska",52.199183,20.9698649
Radomska 14,"Radomska 14, Warszawa, Polska",52.2167421,20.978482
Radomska 20,"Radomska 20, Warszawa, Polska",52.2170364,20.9775922
Radzyminska 12,"Radzyminska 12, Warszawa, Polska",52.2563724,21.0511035
Radzyminska 36/38/40,"Radzyminska 36/38/40, Warszawa, Polska",52.2583627,21.0520671
Radzyminska 37,"Radzyminska 37, Warszawa, Polska",52.2588295,21.0518271
Radzyminska 56,"Radzyminska 56, Warszawa, Polska",52.2602051,21.0535726
Radzyminska 59,"Radzyminska 59, Warszawa, Polska",52.2611457,21.0537235
Rakowiecka 24,"Rakowiecka 24, Warszawa, Polska",52.2082303,21.009906
Rakowiecka 2B,"Rakowiecka 2B, Warszawa, Polska",52.2091384,21.0157141
Rakowiecka 45,"Rakowiecka 45, Warszawa, Polska",52.206782,21.0055182
Raszynska 52,"Raszynska 52, Warszawa, Polska",52.2179196,20.9885332
Raszynska 58,"Raszynska 58, Warszawa, Polska",52.2170134,20.9878153
Ratuszowa 13,"Ratuszowa 13, Warszawa, Polska",52.2589244,21.0331534
Ratuszowa 17/19,"Ratuszowa 17/19, Warszawa, Polska",52.2598444,21.0348896
Ratuszowa 2D,"Ratuszowa 2D, Warszawa, Polska",52.2542617,21.0244543
Rokosowska 1,"Rokosowska 1, Warszawa, Polska",52.2136306,20.975456
Rokosowska 1,"Rokosowska 1, Warszawa, Polska",52.2136306,20.975456
Rokosowska 11,"Rokosowska 11, Warszawa, Polska",52.2147393,20.9720601
Rokosowska 7,"Rokosowska 7, Warszawa, Polska",52.2143667,20.9731983
Rozbrat 34/36,"Rozbrat 34/36, Warszawa, Polska",52.2264563,21.0349306
Rozbrat 44a,"Rozbrat 44a, Warszawa, Polska",52.2278401,21.0332056
Rowna 10,"Rowna 10, Warszawa, Polska",52.2607991,21.044915
Rowna 4A,"Rowna 4A, Warszawa, Polska",52.2605282,21.0441807
Rozana 16,"Rozana 16, Warszawa, Polska",52.203278,21.0197937
Rozana 61,"Rozana 61, Warszawa, Polska",52.2016548,21.0131068
Rozana 7,"Rozana 7, Warszawa, Polska",52.2031607,21.0212082
Rycerska  4/6,"Rycerska  4/6, Warszawa, Polska",52.2488444,21.0107258
Rynek Nowego Miasta 17,"Rynek Nowego Miasta 17, Warszawa, Polska",52.2530017,21.0078417
Rynek Nowego Miasta 2,"Rynek Nowego Miasta 2, Warszawa, Polska",52.2532073,21.0088277
Baleya 10,"Baleya 10, Warszawa, Polska",52.1975056,20.9797481
Baleya 2,"Baleya 2, Warszawa, Polska",52.196951,20.9825122
Baleya 8,"Baleya 8, Warszawa, Polska",52.1974656,20.9804387
Baleya 9,"Baleya 9, Warszawa, Polska",52.1970447,20.9778137
Batorego  16,"Batorego  16, Warszawa, Polska",52.2102516,21.0038196
Batorego 10,"Batorego 10, Warszawa, Polska",52.2115744,21.01002
S. Batorego 14,"S. Batorego 14, Warszawa, Polska",52.2072626,21.0073013
Batorego 18,"Batorego 18, Warszawa, Polska",52.2100468,21.0026623
Batorego 20,"Batorego 20, Warszawa, Polska",52.2098406,21.001487
Batorego 29,"Batorego 29, Warszawa, Polska",52.2108797,21.0118911
Batorego 31A,"Batorego 31A, Warszawa, Polska",52.2108772,21.0101505
Batorego 35,"Batorego 35, Warszawa, Polska",52.2103803,21.0092161
Batorego 37,"Batorego 37, Warszawa, Polska",52.2104795,21.0084853
Bobrowskiego 6,"Bobrowskiego 6, Warszawa, Polska",52.2091575,20.9708956
Bobrowskiego 7,"Bobrowskiego 7, Warszawa, Polska",52.2084619,20.9705247
Czarnieckiego 11,"Czarnieckiego 11, Warszawa, Polska",52.2655068,20.990729
Dubois 5A,"Dubois 5A, Warszawa, Polska",52.2514953,20.9937421
Dygata 6,"Dygata 6, Warszawa, Polska",52.2547836,20.9650931
Hozjusza 2,"Hozjusza 2, Warszawa, Polska",52.2675869,20.9839427
Hozjusza 2,"Hozjusza 2, Warszawa, Polska",52.2675869,20.9839427
Hozjusza 2,"Hozjusza 2, Warszawa, Polska",52.2675869,20.9839427
Jaracza 1,"Jaracza 1, Warszawa, Polska",52.2374593,21.0325236
Jaracza 2,"Jaracza 2, Warszawa, Polska",52.2371963,21.032906
Jaracza 3,"Jaracza 3, Warszawa, Polska",52.237239,21.0318422
Jaracza 8,"Jaracza 8, Warszawa, Polska",52.2365078,21.0318232
Hankiewicza 1,"Hankiewicza 1, Warszawa, Polska",52.2086068,20.9777244
Klonowicza 2,"Klonowicza 2, Warszawa, Polska",52.228841,20.9626169
Krzyzanowskiego 36,"Krzyzanowskiego 36, Warszawa, Polska",52.2270797,20.9679086
Krzyzanowskiego 44,"Krzyzanowskiego 44, Warszawa, Polska",52.2278365,20.9677958
Noakowskiego 12,"Noakowskiego 12, Warszawa, Polska",52.2215009,21.0109758
Noakowskiego 18,"Noakowskiego 18, Warszawa, Polska",52.2218189,21.0098137
Noakowskiego 22,"Noakowskiego 22, Warszawa, Polska",52.2221763,21.0093494
Okrzei 7,"Okrzei 7, Warszawa, Polska",52.2493273,21.0307523
Okrzei 7,"Okrzei 7, Warszawa, Polska",52.2493273,21.0307523
Skarzynskiego 1,"Skarzynskiego 1, Warszawa, Polska",52.2095966,20.9737501
Skarzynskiego 17,"Skarzynskiego 17, Warszawa, Polska",52.206955,20.9714078
Starzynskiego 12,"Starzynskiego 12, Warszawa, Polska",52.2671436,21.0329434
Staszica 18,"Staszica 18, Warszawa, Polska",52.237533,21.2228582
Wyspianskiego 5,"Wyspianskiego 5, Warszawa, Polska",52.2646707,20.9794458
Wyspianskiego 5,"Wyspianskiego 5, Warszawa, Polska",52.2646707,20.9794458
Wyspianskiego 6/8,"Wyspianskiego 6/8, Warszawa, Polska",52.264759,20.9805093
Wyspianskiego 6/8,"Wyspianskiego 6/8, Warszawa, Polska",52.264759,20.9805093
Wyspianskiego 6/8,"Wyspianskiego 6/8, Warszawa, Polska",52.264759,20.9805093
Sady zoliborskie 11,"Sady zoliborskie 11, Warszawa, Polska",52.2663812,20.9725711
Sady zoliborskie 15,"Sady zoliborskie 15, Warszawa, Polska",52.2662267,20.9711216
Sady zoliborskie 15a,"Sady zoliborskie 15a, Warszawa, Polska",52.2658778,20.9710401
Sady zoliborskie 2,"Sady zoliborskie 2, Warszawa, Polska",52.2675315,20.9743619
Sady zoliborskie 7,"Sady zoliborskie 7, Warszawa, Polska",52.2595211,20.9680765
Sady zoliborskie 9,"Sady zoliborskie 9, Warszawa, Polska",52.266679,20.9728413
Sandomierska 12,"Sandomierska 12, Warszawa, Polska",52.2081541,21.0193985
Sanocka 1/3,"Sanocka 1/3, Warszawa, Polska",52.2026628,20.981587
Sanocka 6,"Sanocka 6, Warszawa, Polska",52.2036251,20.9828577
Sapiezynska 1,"Sapiezynska 1, Warszawa, Polska",52.2538245,21.0044314
Sachocka 1,"Sachocka 1, Warszawa, Polska",52.1967935,20.9728042
Sachocka 5,"Sachocka 5, Warszawa, Polska",52.1978223,20.9730712
Senatorska 31,"Senatorska 31, Warszawa, Polska",52.2428681,21.0063674
Senatorska 40,"Senatorska 40, Warszawa, Polska",52.2427433,21.0038185
Sewerynow 8,"Sewerynow 8, Warszawa, Polska",52.2386634,21.0210205
Sekocinska 10,"Sekocinska 10, Warszawa, Polska",52.2206736,20.9789089
Sekocinska 16,"Sekocinska 16, Warszawa, Polska",52.2207232,20.9775817
Siedmiogrodzka 1,"Siedmiogrodzka 1, Warszawa, Polska",52.2315233,20.9770802
Siedmiogrodzka 5,"Siedmiogrodzka 5, Warszawa, Polska",52.2314098,20.9721865
Siedmiogrodzka 5,"Siedmiogrodzka 5, Warszawa, Polska",52.2314098,20.9721865
Sienna 45,"Sienna 45, Warszawa, Polska",52.231371,21.0006129
Sienna 53,"Sienna 53, Warszawa, Polska",52.2309678,20.9989974
Sienna 61,"Sienna 61, Warszawa, Polska",52.2307455,20.9974836
Sienna 63,"Sienna 63, Warszawa, Polska",52.2306696,20.9974115
Sienna 67,"Sienna 67, Warszawa, Polska",52.2304889,20.9964904
Sienna 75,"Sienna 75, Warszawa, Polska",52.230253,20.994085
Sienna 93,"Sienna 93, Warszawa, Polska",52.2292907,20.9911946
Sierpinskiego 156,"Sierpinskiego 156, Warszawa, Polska",52.2011842,20.9708955
Siewierska 17,"Siewierska 17, Warszawa, Polska",52.2133697,20.9740797
Skierniewicka 1/7,"Skierniewicka 1/7, Warszawa, Polska",52.2296337,20.9692146
Skolimowska 6,"Skolimowska 6, Warszawa, Polska",52.2118894,21.021561
skwer Wyszynskiego 3,"skwer Wyszynskiego 3, Warszawa, Polska",52.2394502,20.9827049
skwer Wyszynskiego 9,"skwer Wyszynskiego 9, Warszawa, Polska",52.2401256,20.9822116
Sloneczna 50,"Sloneczna 50, Warszawa, Polska",52.209611,21.0250057
Slupecka 10,"Slupecka 10, Warszawa, Polska",52.2205441,20.981426
Slupecka 11,"Slupecka 11, Warszawa, Polska",52.2202046,20.9812695
Slupecka 4,"Slupecka 4, Warszawa, Polska",52.2206433,20.9833401
Sluzewska 2,"Sluzewska 2, Warszawa, Polska",52.2203538,21.0225344
Sluzewska 6,"Sluzewska 6, Warszawa, Polska",52.2199065,21.0222094
Smocza 1,"Smocza 1, Warszawa, Polska",52.2423251,20.9871969
Smocza 16a,"Smocza 16a, Warszawa, Polska",52.2455671,20.9861148
Smocza 21,"Smocza 21, Warszawa, Polska",52.2478919,20.9835327
Smocza 29,"Smocza 29, Warszawa, Polska",52.2499255,20.9816881
Smocza 4,"Smocza 4, Warszawa, Polska",52.2422442,20.9882275
Smolna 11,"Smolna 11, Warszawa, Polska",52.2329098,21.0241201
Smolna 15,"Smolna 15, Warszawa, Polska",52.2326621,21.022924
Smolna 20,"Smolna 20, Warszawa, Polska",52.2336763,21.0237385
Smolna 36,"Smolna 36, Warszawa, Polska",52.2328533,21.0218746
Smolna 40,"Smolna 40, Warszawa, Polska",52.2326961,21.0212697
Sokolowska 10,"Sokolowska 10, Warszawa, Polska",52.2356152,20.9600806
Sokolowska 3,"Sokolowska 3, Warszawa, Polska",52.2330996,20.9602638
Sokolowska 9,"Sokolowska 9, Warszawa, Polska",52.2351034,20.9588493
Solec 18,"Solec 18, Warszawa, Polska",52.2325779,21.0388659
Solec 24,"Solec 24, Warszawa, Polska",52.2333984,21.0368378
Solec 24b,"Solec 24b, Warszawa, Polska",52.2331502,21.0372846
Solec 28,"Solec 28, Warszawa, Polska",52.2339692,21.0356744
Solec 48,"Solec 48, Warszawa, Polska",52.2363036,21.0303546
Solec 93,"Solec 93, Warszawa, Polska",52.23539,21.0303779
Solec 93,"Solec 93, Warszawa, Polska",52.23539,21.0303779
Solec 99,"Solec 99, Warszawa, Polska",52.2361202,21.030029
Sowia 4,"Sowia 4, Warszawa, Polska",52.2456709,21.0182491
Spacerowa 18,"Spacerowa 18, Warszawa, Polska",52.2091838,21.02648
Spokojna 5,"Spokojna 5, Warszawa, Polska",52.2516335,20.979365
Spokojna 7,"Spokojna 7, Warszawa, Polska",52.251553,20.978777
Srebrna 3,"Srebrna 3, Warszawa, Polska",52.2273601,20.9904308
Stalowa 1,"Stalowa 1, Warszawa, Polska",52.2584693,21.035705
Stalowa 2,"Stalowa 2, Warszawa, Polska",52.2581506,21.0357035
Stalowa 33,"Stalowa 33, Warszawa, Polska",52.2604193,21.0411303
Stalowa 33,"Stalowa 33, Warszawa, Polska",52.2604193,21.0411303
Stara 4,"Stara 4, Warszawa, Polska",52.2523514,21.0103835
Staroscinska 4/6,"Staroscinska 4/6, Warszawa, Polska",52.2081876,21.0175418
Staroscinska 5,"Staroscinska 5, Warszawa, Polska",52.2084681,21.0169541
Stawki 2,"Stawki 2, Warszawa, Polska",52.2545389,20.9966707
Stawki 2,"Stawki 2, Warszawa, Polska",52.2545389,20.9966707
Stawki 3,"Stawki 3, Warszawa, Polska",52.2534974,20.9929042
Stawki 5/7,"Stawki 5/7, Warszawa, Polska",52.25248,20.99037
Stepinska 39,"Stepinska 39, Warszawa, Polska",52.2073803,21.0372042
Strzelecka 14,"Strzelecka 14, Warszawa, Polska",52.2614184,21.040678
Strzelecka 21/25,"Strzelecka 21/25, Warszawa, Polska",52.262312,21.0417216
Strzelecka 48A,"Strzelecka 48A, Warszawa, Polska",52.2633294,21.0450772
Strzelecka 7/9,"Strzelecka 7/9, Warszawa, Polska",52.261194,21.0391568
Syreny 17,"Syreny 17, Warszawa, Polska",52.2368694,20.9615083
Syreny 20,"Syreny 20, Warszawa, Polska",52.236855,20.9621198
Syreny 21,"Syreny 21, Warszawa, Polska",52.2376859,20.961915
Syreny 23,"Syreny 23, Warszawa, Polska",52.2384569,20.9617977
Syreny 26,"Syreny 26, Warszawa, Polska",52.2382834,20.9626431
Syreny 26,"Syreny 26, Warszawa, Polska",52.2382834,20.9626431
Syreny 33,"Syreny 33, Warszawa, Polska",52.2409025,20.9611389
Syreny 37,"Syreny 37, Warszawa, Polska",52.2419265,20.9603245
Syreny 8,"Syreny 8, Warszawa, Polska",52.2343066,20.9628973
Grzeszczyka 6,"Grzeszczyka 6, Warszawa, Polska",52.2000146,20.9711497
Grzeszczyka 6,"Grzeszczyka 6, Warszawa, Polska",52.2000146,20.9711497
Szamocka 3,"Szamocka 3, Warszawa, Polska",52.2564261,20.9604368
Szczesliwicka 2,"Szczesliwicka 2, Warszawa, Polska",52.2204034,20.9742412
Szczesliwicka 36,"Szczesliwicka 36, Warszawa, Polska",52.2182578,20.9714911
Szczesliwicka 4,"Szczesliwicka 4, Warszawa, Polska",52.2199178,20.9737506
Szczesliwicka 40,"Szczesliwicka 40, Warszawa, Polska",52.2173049,20.9709909
Szczesliwicka 43,"Szczesliwicka 43, Warszawa, Polska",52.2119951,20.9671084
Szczesliwicka 49a,"Szczesliwicka 49a, Warszawa, Polska",52.2114397,20.9665513
Szczesliwicka 51,"Szczesliwicka 51, Warszawa, Polska",52.2107512,20.9659871
Szczesliwicka 54,"Szczesliwicka 54, Warszawa, Polska",52.2152905,20.9682673
Szczesliwicka 54,"Szczesliwicka 54, Warszawa, Polska",52.2152905,20.9682673
Szczesliwicka 57,"Szczesliwicka 57, Warszawa, Polska",52.2142368,20.9672745
